formula, size, congruence, reverse, result 
P0.5N2L80.form360, 104, 0, 13, true
P0.5N2L80.form361, 107, 7, 32, true
P0.5N2L80.form362, 119, TO, 56, true
P0.5N2L80.form363, 116, 0, 33, true
P0.5N2L80.form364, 98, 0, 5, true
P0.5N2L80.form365, 113, 0, 5, true
P0.5N2L80.form366, 122, 71, 24, true
P0.5N2L80.form367, 104, 180, 17, true
P0.5N2L80.form368, 95, 1442, 27, true
P0.5N2L80.form369, 104, 3, 13, true
P0.5N2L80.form370, 113, 8, 6, true
P0.5N2L80.form371, 104, 55, 26, true
P0.5N2L80.form372, 122, 10, 43, true
P0.5N2L80.form373, 113, 169, 24, true
P0.5N2L80.form374, 116, TO, 45, true
P0.5N2L80.form375, 113, 3, 19, true
P0.5N2L80.form376, 116, 0, 17, true
P0.5N2L80.form377, 116, 1657, 6, true
P0.5N2L80.form378, 104, 138, 23, true
P0.5N2L80.form379, 116, TO, 18, true
P0.5N2L80.form380, 101, 1221, 14, true
P0.5N2L80.form381, 113, 6, 16, true
P0.5N2L80.form382, 107, 125, 38, true
P0.5N2L80.form383, 104, 83, 18, true
P0.5N2L80.form384, 110, 6, 22, true
P0.5N2L80.form385, 125, TO, 27, true
P0.5N2L80.form386, 119, TO, 63, true
P0.5N2L80.form387, 104, 16, 10, true
P0.5N2L80.form388, 95, 32, 68, true
P0.5N2L80.form389, 107, 1462, 41, true
P0.5N2L80.form390, 113, 1, 15, true
P0.5N2L80.form391, 101, 0, 5, true
P0.5N2L80.form392, 113, 2, 23, true
P0.5N2L80.form393, 113, 0, 21, true
P0.5N2L80.form394, 107, TO, 12, true
P0.5N2L80.form395, 104, 5, 18, true
P0.5N2L80.form396, 113, TO, 51, true
P0.5N2L80.form397, 107, 35, 15, true
P0.5N2L80.form398, 116, 271, 9, true
P0.5N2L80.form399, 113, 0, 5, true
P0.5N2L80.form400, 110, 3, 19, true
P0.5N2L80.form401, 101, 960, 9, true
P0.5N2L80.form402, 107, 0, 62, true
P0.5N2L80.form403, 104, 44, 59, true
P0.5N2L80.form404, 110, TO, 17, true
P0.5N2L80.form405, 104, 0, 11, true
P0.5N2L80.form406, 95, TO, 39, true
P0.5N2L80.form407, 113, 61, 8, true
P0.5N2L80.form408, 110, 0, 19, true
P0.5N2L80.form409, 104, 1, 9, true
P0.5N2L80.form410, 101, TO, 78, true
P0.5N2L80.form411, 116, 116, 24, true
P0.5N2L80.form412, 113, 0, 16, true
P0.5N2L80.form413, 104, 2, 8, true
P0.5N2L80.form414, 128, 166, 36, true
P0.5N2L80.form415, 101, 0, 7, true
P0.5N2L80.form416, 104, 0, 3, true
P0.5N2L80.form417, 113, 5, 6, true
P0.5N2L80.form418, 89, 107, 23, true
P0.5N2L80.form419, 104, 0, 31, true
P0.5N2L80.form420, 104, 0, 9, true
P0.5N2L80.form421, 119, 85, 25, true
P0.5N2L80.form422, 110, 0, 19, true
P0.5N2L80.form423, 101, 5, 12, true
P0.5N2L80.form424, 98, 78, 50, true
P0.5N2L80.form425, 95, 5, 7, true
P0.5N2L80.form426, 125, 486, 12, true
P0.5N2L80.form427, 116, 2, 27, true
P0.5N2L80.form428, 113, 101, 38, true
P0.5N2L80.form429, 113, 0, 11, true
P0.5N2L80.form430, 104, 17, 5, true
P0.5N2L80.form431, 113, 0, 8, true
P0.5N2L80.form432, 113, 10, 16, true
P0.5N2L80.form433, 104, 9, 14, true
P0.5N2L80.form434, 107, 164, 35, true
P0.5N2L80.form435, 104, TO, 43, true
P0.5N2L80.form436, 125, 34, 11, true
P0.5N2L80.form437, 101, 2, 9, true
P0.5N2L80.form438, 107, 0, 28, true
P0.5N2L80.form439, 107, 0, 11, true
P0.5N2L80.form440, 113, 0, 109, true
P0.5N2L80.form441, 107, 29, 6, true
P0.5N2L80.form442, 116, 32, 41, true
P0.5N2L80.form443, 110, 0, 18, true
P0.5N2L80.form444, 101, 0, 6, true
P0.5N2L80.form445, 101, TO, 36, true
P0.5N2L80.form446, 113, 0, 16, true
P0.5N2L80.form447, 98, TO, 81, true
P0.5N2L80.form448, 107, 1, 5, true
P0.5N2L80.form449, 104, 2, 10, true
P0.5N2L80.form450, 104, 33, 22, true
P0.5N2L80.form451, 101, 0, 12, true
P0.5N2L80.form452, 119, 4, 34, true
P0.5N2L80.form453, 107, 0, 33, true
P0.5N2L80.form454, 104, 19, 11, true
P0.5N2L80.form455, 95, 110, 5, true
P0.5N2L80.form456, 107, 12, 7, true
P0.5N2L80.form457, 107, 36, 12, true
P0.5N2L80.form458, 107, 128, 32, true
P0.5N2L80.form459, 104, 0, 15, true
P0.5N2L80.form460, 101, 0, 27, true
P0.5N2L80.form461, 113, 130, 16, true
P0.5N2L80.form462, 104, 21, 30, true
P0.5N2L80.form463, 119, 35, 12, true
P0.5N2L80.form464, 104, 30, 10, true
P0.5N2L80.form465, 101, TO, 27, true
P0.5N2L80.form466, 107, TO, 133, true
P0.5N2L80.form467, 116, TO, 45, true
P0.5N2L80.form468, 119, 118, 13, true
P0.5N2L80.form469, 98, 0, 13, true
P0.5N2L80.form470, 107, 1392, 20, true
P0.5N2L80.form471, 110, 144, 47, true
P0.5N2L80.form472, 113, 0, 40, true
P0.5N2L80.form473, 122, 1, 5, true
P0.5N2L80.form474, 113, 763, 13, true
P0.5N2L80.form475, 116, 220, 27, true
P0.5N2L80.form476, 101, 1601, 39, true
P0.5N2L80.form477, 110, 9, 12, true
P0.5N2L80.form478, 131, 24, 21, true
P0.5N2L80.form479, 116, 89, 18, true
P0.5N2L80.form480, 113, 0, 15, true
P0.5N2L80.form481, 122, 6, 43, true
P0.5N2L80.form482, 125, 0, 19, true
P0.5N2L80.form483, 104, 0, 23, true
P0.5N2L80.form484, 116, 1357, 41, true
P0.5N2L80.form485, 113, 20, 19, true
P0.5N2L80.form486, 116, 2, 16, true
P0.5N2L80.form487, 119, 1744, 22, true
P0.5N2L80.form488, 107, TO, 36, true
P0.5N2L80.form489, 110, 117, 28, true
P0.5N2L80.form490, 122, 104, 18, true
P0.5N2L80.form491, 116, 881, 25, true
P0.5N2L80.form492, 116, 0, 10, true
P0.5N2L80.form493, 101, 173, 13, true
P0.5N2L80.form494, 113, 349, 82, true
P0.5N2L80.form495, 104, 0, 12, true
P0.5N2L80.form496, 110, 1, 14, true
P0.5N2L80.form497, 113, 39, 16, true
P0.5N2L80.form498, 101, 0, 22, true
P0.5N2L90.form, 132, 0, 29, true
P0.5N2L90.form1, 120, 12, 33, true
P0.5N2L90.form2, 129, 78, 27, true
P0.5N2L90.form3, 117, 0, 41, true
P0.5N2L90.form4, 123, 0, 12, true
P0.5N2L90.form5, 105, 39, 15, true
P0.5N2L90.form6, 123, 0, 21, true
P0.5N2L90.form7, 120, 0, 23, true
P0.5N2L90.form8, 144, 7, 50, true
P0.5N2L90.form9, 114, 0, 61, true
P0.5N2L90.form10, 114, 0, 10, true
P0.5N2L90.form11, 126, TO, 16, true
P0.5N2L90.form12, 132, 648, 17, true
P0.5N2L90.form13, 141, TO, 50, true
P0.5N2L90.form14, 117, TO, 18, true
P0.5N2L90.form15, 138, 9, 30, true
P0.5N2L90.form16, 126, 0, 15, true
P0.5N2L90.form17, 114, TO, 10, true
P0.5N2L90.form18, 114, 0, 18, true
P0.5N2L90.form19, 147, TO, 69, true
P0.5N2L90.form20, 129, 27, 25, true
P0.5N2L90.form21, 132, 2, 11, true
P0.5N2L90.form22, 135, TO, 33, true
P0.5N2L90.form23, 141, 78, 24, true
P0.5N2L90.form24, 123, 2, 42, true
P0.5N2L90.form25, 132, 48, 44, true
P0.5N2L90.form26, 117, 2, 17, true
P0.5N2L90.form27, 129, 6, 7, true
P0.5N2L90.form28, 135, 2, 10, true
P0.5N2L90.form29, 114, 395, 11, true
P0.5N2L90.form30, 123, 0, 32, true
P0.5N2L90.form31, 123, 469, 40, true
P0.5N2L90.form32, 123, 990, 13, true
P0.5N2L90.form33, 123, 1, 16, true
P0.5N2L90.form34, 129, TO, 33, true
P0.5N2L90.form35, 108, 58, 33, true
P0.5N2L90.form36, 132, TO, 43, true
P0.5N2L90.form37, 135, 145, 52, true
P0.5N2L90.form38, 123, 0, 32, true
P0.5N2L90.form39, 126, 360, 12, true
P0.5N2L90.form40, 123, 27, 40, true
P0.5N2L90.form41, 126, TO, 74, true
P0.5N2L90.form42, 114, 0, 32, true
P0.5N2L90.form43, 108, 10, 24, true
P0.5N2L90.form44, 132, 1437, 21, true
P0.5N2L90.form45, 123, 2, 16, true
P0.5N2L90.form46, 117, 0, 17, true
P0.5N2L90.form47, 129, 101, 11, true
P0.5N2L90.form48, 114, 0, 18, true
P0.5N2L90.form49, 123, 0, 8, true
P0.5N2L90.form50, 141, 20, 84, true
P0.5N2L90.form51, 132, TO, 33, true
P0.5N2L90.form52, 129, 21, 40, true
P0.5N2L90.form53, 132, TO, 24, true
P0.5N2L90.form54, 129, 0, 40, true
P0.5N2L90.form55, 129, 0, 27, true
P0.5N2L90.form56, 123, 401, 22, true
P0.5N2L90.form57, 129, 1174, 20, true
P0.5N2L90.form58, 129, TO, 43, true
P0.5N2L90.form59, 129, 142, 39, true
P0.5N2L90.form60, 120, 0, 112, true
P0.5N2L90.form61, 135, TO, 42, true
P0.5N2L90.form62, 138, 0, 13, true
P0.5N2L90.form63, 111, 114, 26, true
P0.5N2L90.form64, 132, 405, 77, true
P0.5N2L90.form65, 123, 5, 9, true
P0.5N2L90.form66, 108, 0, 16, true
P0.5N2L90.form67, 123, TO, 71, true
P0.5N2L90.form68, 123, 879, 30, true
P0.5N2L90.form69, 135, 6, 103, true
P0.5N2L90.form70, 117, 0, 26, true
P0.5N2L90.form71, 129, TO, 70, true
P0.5N2L90.form72, 117, 205, 15, true
P0.5N2L90.form73, 114, 0, 3, true
P0.5N2L90.form74, 123, 555, 24, true
P0.5N2L90.form75, 117, 27, 34, true
P0.5N2L90.form76, 120, 4, 14, true
P0.5N2L90.form77, 120, 1, 44, true
P0.5N2L90.form78, 120, TO, 24, true
P0.5N2L90.form79, 135, 656, 39, true
P0.5N2L90.form80, 114, 40, 14, true
P0.5N2L90.form81, 117, 2, 22, true
P0.5N2L90.form82, 123, 1188, 57, true
P0.5N2L90.form83, 132, 1088, 31, true
P0.5N2L90.form84, 132, 0, 18, true
P0.5N2L90.form85, 141, TO, 35, true
P0.5N2L90.form86, 126, 50, 63, true
P0.5N2L90.form87, 126, 935, 56, true
P0.5N2L90.form88, 129, 2, 86, true
P0.5N2L90.form89, 117, 0, 14, true
P0.5N2L90.form90, 126, 354, 13, true
P0.5N2L90.form91, 108, 576, 116, true
P0.5N2L90.form92, 126, 0, 20, true
P0.5N2L90.form93, 117, 2, 35, true
P0.5N2L90.form94, 129, TO, 10, true
P0.5N2L90.form95, 132, 0, 48, true
P0.5N2L90.form96, 135, TO, 68, true
P0.5N2L90.form97, 129, 212, 16, true
P0.5N2L90.form98, 135, 0, 18, true
P0.5N2L90.form99, 132, TO, 8, true
P0.5N2L90.form100, 120, TO, 35, true
P0.5N2L90.form101, 141, 1, 36, true
P0.5N2L90.form102, 129, 0, 10, true
P0.5N2L90.form103, 120, 6, 29, true
P0.5N2L90.form104, 147, 61, 52, true
P0.5N2L90.form105, 126, 0, 20, true
P0.5N2L90.form106, 129, 55, 14, true
P0.5N2L90.form107, 135, 0, 27, true
P0.5N2L90.form108, 120, 0, 15, true
P0.5N2L90.form109, 129, 1, 22, true
P0.5N2L90.form110, 135, 14, 18, true
P0.5N2L90.form111, 114, 27, 24, true
P0.5N2L90.form112, 138, TO, 43, true
P0.5N2L90.form113, 123, 340, 17, true
P0.5N2L90.form114, 129, TO, 16, true
P0.5N2L90.form115, 144, TO, 11, true
P0.5N2L90.form116, 132, 91, 11, true
P0.5N2L90.form117, 123, TO, 63, true
P0.5N2L90.form118, 114, 0, 20, true
P0.5N2L90.form119, 114, 152, 37, true
P0.5N2L90.form120, 132, 41, 68, true
P0.5N2L90.form121, 105, 37, 131, true
P0.5N2L90.form122, 129, 0, 13, true
P0.5N2L90.form123, 108, 5, 9, true
P0.5N2L90.form124, 126, 2, 101, true
P0.5N2L90.form125, 108, 0, 20, true
P0.5N2L90.form126, 123, 2, 15, true
P0.5N2L90.form127, 114, 98, 24, true
P0.5N2L90.form128, 132, TO, 55, true
P0.5N2L90.form129, 111, 0, 30, true
P0.5N2L90.form130, 123, 70, 19, true
P0.5N2L90.form131, 105, 0, 26, true
P0.5N2L90.form132, 123, 4, 49, true
P0.5N2L90.form133, 126, 169, 9, true
P0.5N2L90.form134, 114, 0, 9, true
P0.5N2L90.form135, 132, 1, 29, true
P0.5N2L90.form136, 117, 0, 7, true
P0.5N2L90.form137, 105, 0, 16, true
P0.5N2L90.form138, 123, 0, 100, true
P0.5N2L90.form139, 138, 746, 183, true
P0.5N2L90.form140, 129, TO, 51, true
P0.5N2L90.form141, 114, 31, 5, true
P0.5N2L90.form142, 135, 0, 19, true
P0.5N2L90.form143, 117, 20, 26, true
P0.5N2L90.form144, 108, 801, 12, true
P0.5N2L90.form145, 120, 0, 15, true
P0.5N2L90.form146, 123, 10, 11, true
P0.5N2L90.form147, 111, TO, 90, true
P0.5N2L90.form148, 114, 535, 74, true
P0.5N2L90.form149, 123, 1097, 18, true
P0.5N2L90.form150, 123, 593, 27, true
P0.5N2L90.form151, 132, 410, 77, true
P0.5N2L90.form152, 108, 0, 13, true
P0.5N2L90.form153, 120, 510, 20, true
P0.5N2L90.form154, 123, 1, 75, true
P0.5N2L90.form155, 120, 85, 23, true
P0.5N2L90.form156, 120, 0, 12, true
P0.5N2L90.form157, 126, 9, 10, true
P0.5N2L90.form158, 126, 2, 19, true
P0.5N2L90.form159, 114, 0, 22, true
P0.5N2L90.form160, 111, 490, 69, true
P0.5N2L90.form161, 126, 0, 15, true
P0.5N2L90.form162, 126, 1782, 21, true
P0.5N2L90.form163, 123, 1, 20, true
P0.5N2L90.form164, 120, 0, 21, true
P0.5N2L90.form165, 117, 0, 4, true
P0.5N2L90.form166, 111, TO, 25, true
P0.5N2L90.form167, 117, 2, 4, true
P0.5N2L90.form168, 111, 0, 17, true
P0.5N2L90.form169, 123, 975, 24, true
P0.5N2L90.form170, 123, 0, 21, true
P0.5N2L90.form171, 129, 0, 42, true
P0.5N2L90.form172, 132, TO, 38, true
P0.5N2L90.form173, 114, 0, 111, true
P0.5N2L90.form174, 114, TO, 21, true
P0.5N2L90.form175, 132, 1458, 10, true
P0.5N2L90.form176, 126, 40, 23, true
P0.5N2L90.form177, 123, 160, 59, true
P0.5N2L90.form178, 123, 0, 81, true
P0.5N2L90.form179, 123, 50, 26, true
P0.5N2L90.form180, 123, 892, 26, true
P0.5N2L90.form181, 111, 0, 18, true
P0.5N2L90.form182, 129, 1891, 44, true
P0.5N2L90.form183, 123, 1, 27, true
P0.5N2L90.form184, 117, 1, 23, true
P0.5N2L90.form185, 126, TO, 55, true
P0.5N2L90.form186, 120, TO, 23, true
P0.5N2L90.form187, 126, 0, 20, true
P0.5N2L90.form188, 117, TO, 101, true
P0.5N2L90.form189, 114, 6, 30, true
P0.5N2L90.form190, 132, 0, 51, true
P0.5N2L90.form191, 120, 0, 13, true
P0.5N2L90.form192, 144, 0, 11, true
P0.5N2L90.form193, 135, 0, 19, true
P0.5N2L90.form194, 126, TO, 59, true
P0.5N2L90.form195, 129, 0, 81, true
P0.5N2L90.form196, 108, 0, 29, true
P0.5N2L90.form197, 120, 242, 64, true
P0.5N2L90.form198, 129, TO, 105, true
P0.5N2L90.form199, 144, TO, 75, true
P0.5N2L90.form200, 132, 882, 25, true
P0.5N2L90.form201, 114, 13, 12, true
P0.5N2L90.form202, 132, 5, 148, true
P0.5N2L90.form203, 117, 1, 13, true
P0.5N2L90.form204, 120, 3, 28, true
P0.5N2L90.form205, 111, 0, 16, true
P0.5N2L90.form206, 138, 105, 37, true
P0.5N2L90.form207, 111, 9, 9, true
P0.5N2L90.form208, 123, 9, 11, true
P0.5N2L90.form209, 129, 0, 21, true
P0.5N2L90.form210, 123, 328, 47, true
P0.5N2L90.form211, 129, 0, 40, true
P0.5N2L90.form212, 108, 0, 27, true
P0.5N2L90.form213, 129, 0, 39, true
P0.5N2L90.form214, 123, 8, 15, true
P0.5N2L90.form215, 141, 0, 25, true
P0.5N2L90.form216, 111, 59, 21, true
P0.5N2L90.form217, 117, TO, 37, true
P0.5N2L90.form218, 114, 45, 26, true
P0.5N2L90.form219, 114, 0, 21, true
P0.5N2L90.form220, 102, 0, 15, true
P0.5N2L90.form221, 126, TO, 25, true
P0.5N2L90.form222, 114, 0, 23, true
P0.5N2L90.form223, 123, 1009, 12, true
P0.5N2L90.form224, 120, 1, 30, true
P0.5N2L90.form225, 114, 1, 68, true
P0.5N2L90.form226, 126, 13, 21, true
P0.5N2L90.form227, 123, TO, 19, true
P0.5N2L90.form228, 120, 0, 10, true
P0.5N2L90.form229, 123, TO, 10, true
P0.5N2L90.form230, 111, TO, 123, true
P0.5N2L90.form231, 123, 0, 13, true
P0.5N2L90.form232, 129, TO, 21, true
P0.5N2L90.form233, 126, 66, 15, true
P0.5N2L90.form234, 123, 6, 21, true
P0.5N2L90.form235, 135, 923, 62, true
P0.5N2L90.form236, 111, 57, 19, true
P0.5N2L90.form237, 120, 0, 34, true
P0.5N2L90.form238, 111, 29, 27, true
P0.5N2L90.form239, 117, 351, 16, true
P0.5N2L90.form240, 117, 0, 33, true
P0.5N2L90.form241, 117, 3, 59, true
P0.5N2L90.form242, 114, 208, 26, true
P0.5N2L90.form243, 114, 0, 18, true
P0.5N2L90.form244, 129, 0, 84, true
P0.5N2L90.form245, 126, 0, 37, true
P0.5N2L90.form246, 132, 324, 79, true
P0.5N2L90.form247, 123, 897, 30, true
P0.5N2L90.form248, 129, 0, 21, true
P0.5N2L90.form249, 120, 0, 53, true
P0.5N2L90.form250, 117, 1, 4, true
P0.5N2L90.form251, 123, 13, 16, true
P0.5N2L90.form252, 111, 0, 22, true
P0.5N2L90.form253, 126, 0, 14, true
P0.5N2L90.form254, 129, 2, 50, true
P0.5N2L90.form255, 135, 28, 47, true
P0.5N2L90.form256, 111, 0, 43, true
P0.5N2L90.form257, 123, 34, 34, true
P0.5N2L90.form258, 129, 2, 14, true
P0.5N2L90.form259, 117, 937, 17, true
P0.5N2L90.form260, 132, 1623, 56, true
P0.5N2L90.form261, 117, 0, 13, true
P0.5N2L90.form262, 114, 399, 29, true
P0.5N2L90.form263, 129, 20, 32, true
P0.5N2L90.form264, 123, 369, 44, true
P0.5N2L90.form265, 138, TO, 36, true
P0.5N2L90.form266, 111, 90, 17, true
P0.5N2L90.form267, 117, 0, 12, true
P0.5N2L90.form268, 111, 0, 7, true
P0.5N2L90.form269, 126, 32, 44, true
P0.5N2L90.form270, 111, 422, 51, true
P0.5N2L90.form271, 123, 0, 22, true
P0.5N2L90.form272, 138, 1071, 44, true
P0.5N2L90.form273, 123, 243, 16, true
P0.5N2L90.form274, 117, 0, 37, true
P0.5N2L90.form275, 135, 0, 8, true
P0.5N2L90.form276, 126, TO, 158, true
P0.5N2L90.form277, 150, TO, 26, true
P0.5N2L90.form278, 117, 70, 26, true
P0.5N2L90.form279, 126, 11, 20, true
P0.5N2L90.form280, 138, 20, 23, true
P0.5N2L90.form281, 123, 1691, 155, true
P0.5N2L90.form282, 123, 1, 11, true
P0.5N2L90.form283, 120, TO, 34, true
P0.5N2L90.form284, 120, TO, 21, true
P0.5N2L90.form285, 120, 323, 6, true
P0.5N2L90.form286, 114, 77, 4, true
P0.5N2L90.form287, 114, 1148, 13, true
P0.5N2L90.form288, 132, 312, 18, true
P0.5N2L90.form289, 126, 1, 6, true
P0.5N2L90.form290, 126, TO, 38, true
P0.5N2L90.form291, 129, 0, 21, true
P0.5N2L90.form292, 120, 434, 55, true
P0.5N2L90.form293, 123, 301, 19, true
P0.5N2L90.form294, 135, 0, 47, true
P0.5N2L90.form295, 120, 0, 16, true
P0.5N2L90.form296, 120, 0, 32, true
P0.5N2L90.form297, 132, 17, 17, true
P0.5N2L90.form298, 123, 675, 65, true
P0.5N2L90.form299, 132, 0, 36, true
P0.5N2L90.form300, 132, 706, 38, true
P0.5N2L90.form301, 126, 1, 22, true
P0.5N2L90.form302, 126, TO, 54, true
P0.5N2L90.form303, 105, TO, 31, true
P0.5N2L90.form304, 126, TO, 17, true
P0.5N2L90.form305, 117, 0, 35, true
P0.5N2L90.form306, 126, 88, 133, true
P0.5N2L90.form307, 132, 1243, 48, true
P0.5N2L90.form308, 120, 1, 19, true
P0.5N2L90.form309, 126, 110, 25, true
P0.5N2L90.form310, 120, 599, 18, true
P0.5N2L90.form311, 132, 12, 12, true
P0.5N2L90.form312, 123, 41, 33, true
P0.5N2L90.form313, 114, 222, 48, true
P0.5N2L90.form314, 123, 0, 110, true
P0.5N2L90.form315, 111, 465, 36, true
P0.5N2L90.form316, 111, 0, 85, true
P0.5N2L90.form317, 120, 677, 113, true
P0.5N2L90.form318, 111, 0, 19, true
P0.5N2L90.form319, 117, 0, 13, true
P0.5N2L90.form320, 120, 11, 51, true
P0.5N2L90.form321, 132, 88, 25, true
P0.5N2L90.form322, 129, 3, 20, true
P0.5N2L90.form323, 129, TO, 63, true
P0.5N2L90.form324, 123, TO, 70, true
P0.5N2L90.form325, 117, 21, 29, true
P0.5N2L90.form326, 132, 1012, 31, true
P0.5N2L90.form327, 120, 243, 20, true
P0.5N2L90.form328, 126, TO, 83, true
P0.5N2L90.form329, 108, 65, 20, true
P0.5N2L90.form330, 120, 1, 26, true
P0.5N2L90.form331, 102, 1, 6, true
P0.5N2L90.form332, 138, 128, 29, true
P0.5N2L90.form333, 117, 1889, 63, true
P0.5N2L90.form334, 138, 25, 43, true
P0.5N2L90.form335, 144, 0, 24, true
P0.5N2L90.form336, 123, 288, 20, true
P0.5N2L90.form337, 117, 0, 15, true
P0.5N2L90.form338, 135, TO, 37, true
P0.5N2L90.form339, 117, 6, 16, true
P0.5N2L90.form340, 111, 14, 33, true
P0.5N2L90.form341, 114, 0, 9, true
P0.5N2L90.form342, 129, TO, 51, true
P0.5N2L90.form343, 114, 0, 13, true
P0.5N2L90.form344, 129, 10, 17, true
P0.5N2L90.form345, 129, 0, 14, true
P0.5N2L90.form346, 117, 0, 14, true
P0.5N2L90.form347, 117, 0, 32, true
P0.5N2L90.form348, 114, 0, 32, true
P0.5N2L90.form349, 123, 0, 18, true
P0.5N2L90.form350, 129, 88, 43, true
P0.5N2L90.form351, 135, 3, 21, true
P0.5N2L90.form352, 135, TO, 290, true
P0.5N2L90.form353, 123, 1, 30, true
P0.5N2L90.form354, 129, 2, 11, true
P0.5N2L90.form355, 108, 0, 172, true
P0.5N2L90.form356, 135, TO, 33, true
P0.5N2L90.form357, 114, 644, 21, true
P0.5N2L90.form358, 123, 256, 26, true
P0.5N2L90.form359, 129, 0, 33, true
P0.5N2L90.form360, 120, 13, 13, true
P0.5N2L90.form361, 120, 17, 15, true
P0.5N2L90.form362, 129, TO, 7, true
P0.5N2L90.form363, 132, 259, 25, true
P0.5N2L90.form364, 135, 0, 30, true
P0.5N2L90.form365, 129, 0, 21, true
P0.5N2L90.form366, 108, 0, 8, true
P0.5N2L90.form367, 132, 1, 39, true
P0.5N2L90.form368, 126, 3, 31, true
P0.5N2L90.form369, 117, 4, 13, true
P0.5N2L90.form370, 126, 0, 38, true
P0.5N2L90.form371, 129, TO, 26, true
P0.5N2L90.form372, 126, 3, 19, true
P0.5N2L90.form373, 132, 0, 47, true
P0.5N2L90.form374, 129, 150, 18, true
P0.5N2L90.form375, 129, 3, 73, true
P0.5N2L90.form376, 129, TO, 26, true
P0.5N2L90.form377, 120, 6, 18, true
P0.5N2L90.form378, 120, 995, 16, true
P0.5N2L90.form379, 120, 0, 33, true
P0.5N2L90.form380, 111, 65, 32, true
P0.5N2L90.form381, 126, 12, 7, true
P0.5N2L90.form382, 111, 2, 123, true
P0.5N2L90.form383, 132, 1, 21, true
P0.5N2L90.form384, 123, 134, 13, true
P0.5N2L90.form385, 129, 3, 16, true
P0.5N2L90.form386, 138, 11, 52, true
P0.5N2L90.form387, 114, 0, 17, true
P0.5N2L90.form388, 138, 0, 27, true
P0.5N2L90.form389, 132, 0, 25, true
P0.5N2L90.form390, 117, TO, 54, true
P0.5N2L90.form391, 129, 12, 44, true
P0.5N2L90.form392, 126, 87, 45, true
P0.5N2L90.form393, 120, 11, 36, true
P0.5N2L90.form394, 126, 4, 100, true
P0.5N2L90.form395, 123, 0, 15, true
P0.5N2L90.form396, 99, 5, 39, true
P0.5N2L90.form397, 126, 748, TO, true
P0.5N2L90.form398, 111, 12, 6, true
P0.5N2L90.form399, 123, 1793, 10, true
P0.5N2L90.form400, 126, 417, 35, true
P0.5N2L90.form401, 120, 14, 11, true
P0.5N2L90.form402, 102, 59, 44, true
P0.5N2L90.form403, 120, 2, 15, true
P0.5N2L90.form404, 117, TO, 28, true
P0.5N2L90.form405, 126, 0, 28, true
P0.5N2L90.form406, 120, 121, 83, true
P0.5N2L90.form407, 132, 784, 40, true
P0.5N2L90.form408, 120, 274, 34, true
P0.5N2L90.form409, 114, 0, 35, true
P0.5N2L90.form410, 126, 1541, 52, true
P0.5N2L90.form411, 117, 1, 17, true
P0.5N2L90.form412, 126, 13, 28, true
P0.5N2L90.form413, 126, 620, 33, true
P0.5N2L90.form414, 126, 73, 46, true
P0.5N2L90.form415, 126, 0, 25, true
P0.5N2L90.form416, 120, 0, 6, true
P0.5N2L90.form417, 120, 0, 15, true
P0.5N2L90.form418, 120, 0, 28, true
P0.5N2L90.form419, 126, 968, 28, true
P0.5N2L90.form420, 126, 0, 25, true
P0.5N2L90.form421, 114, 0, 19, true
P0.5N2L90.form422, 117, 1, 9, true
P0.5N2L90.form423, 114, 12, 21, true
P0.5N2L90.form424, 138, 1983, 35, true
P0.5N2L90.form425, 132, 131, 16, true
P0.5N2L90.form426, 111, 0, 12, true
P0.5N2L90.form427, 117, 5, 15, true
P0.5N2L90.form428, 129, 2, 31, true
P0.5N2L90.form429, 126, 25, 56, true
P0.5N2L90.form430, 117, 1050, 23, true
P0.5N2L90.form431, 120, 0, 6, true
P0.5N2L90.form432, 114, 187, 29, true
P0.5N2L90.form433, 117, 3, 25, true
P0.5N2L90.form434, 126, 3, 35, true
P0.5N2L90.form435, 114, 420, 63, true
P0.5N2L90.form436, 114, TO, 38, true
P0.5N2L90.form437, 126, TO, 58, true
P0.5N2L90.form438, 126, TO, 115, true
P0.5N2L90.form439, 120, 2, 8, true
P0.5N2L90.form440, 117, TO, 29, true
P0.5N2L90.form441, 129, 1869, 28, true
P0.5N2L90.form442, 129, 100, 20, true
P0.5N2L90.form443, 123, 8, 16, true
P0.5N2L90.form444, 120, 0, 16, true
P0.5N2L90.form445, 135, 5, 16, true
P0.5N2L90.form446, 114, 6, 7, true
P0.5N2L90.form447, 138, 15, 18, true
P0.5N2L90.form448, 120, 0, 12, true
P0.5N2L90.form449, 141, 0, 26, true
P0.5N2L90.form450, 129, 168, 33, true
P0.5N2L90.form451, 114, 2, 86, true
P0.5N2L90.form452, 120, 0, 68, true
P0.5N2L90.form453, 132, 0, 90, true
P0.5N2L90.form454, 141, 301, 23, true
P0.5N2L90.form455, 108, 0, 19, true
P0.5N2L90.form456, 132, 24, 62, true
P0.5N2L90.form457, 129, TO, 46, true
P0.5N2L90.form458, 138, 0, 11, true
P0.5N2L90.form459, 108, 0, 14, true
P0.5N2L90.form460, 126, 809, 18, true
P0.5N2L90.form461, 120, TO, 46, true
P0.5N2L90.form462, 117, 680, 8, true
P0.5N2L90.form463, 126, 0, 29, true
P0.5N2L90.form464, 123, 3, 14, true
P0.5N2L90.form465, 138, TO, 24, true
P0.5N2L90.form466, 123, TO, 26, true
