formula, size, congruence, reverse, result 
P0.5N4L60.form12, 78, 0, 1356, true
P0.5N4L60.form13, 81, 0, 761, true
P0.5N4L60.form14, 75, 536, TO, true
P0.5N4L60.form15, 81, 0, 472, true
P0.5N4L60.form16, 84, 0, 336, true
P0.5N4L60.form17, 72, 0, 694, true
P0.5N4L60.form18, 87, TO, 1815, true
P0.5N4L60.form19, 81, 23, 632, true
P0.5N4L60.form20, 99, 624, TO, true
P0.5N4L60.form21, 81, 0, TO, true
P0.5N4L60.form22, 90, 771, TO, true
P0.5N4L60.form23, 84, 21, 744, true
P0.5N4L60.form24, 78, 11, 1920, true
P0.5N4L60.form25, 75, 26, 1928, true
P0.5N4L60.form26, 90, TO, TO, TO
P0.5N4L60.form27, 78, 420, TO, true
P0.5N4L60.form28, 78, TO, TO, TO
P0.5N4L60.form29, 78, 1, TO, true
P0.5N4L60.form30, 75, 13, TO, true
P0.5N4L60.form31, 87, TO, 690, true
P0.5N4L60.form32, 93, TO, TO, TO
P0.5N4L60.form33, 78, 0, TO, true
P0.5N4L60.form34, 69, 14, 372, true
P0.5N4L60.form35, 84, 0, TO, true
P0.5N4L60.form36, 81, 5, 894, true
P0.5N4L60.form37, 72, 2, TO, true
P0.5N4L60.form38, 81, 622, 1701, true
P0.5N4L60.form39, 66, TO, 946, true
P0.5N4L60.form40, 84, TO, TO, TO
P0.5N4L60.form41, 81, 1298, 376, true
P0.5N4L60.form42, 84, 2, TO, true
P0.5N4L60.form43, 78, 1855, 230, true
P0.5N4L60.form44, 93, TO, TO, TO
P0.5N4L60.form45, 84, 2, 651, true
P0.5N4L60.form46, 81, 19, 791, true
P0.5N4L60.form47, 84, 15, 841, true
P0.5N4L60.form48, 90, TO, TO, TO
P0.5N4L60.form49, 90, 0, 372, true
P0.5N4L60.form50, 81, 600, TO, true
P0.5N4L60.form51, 81, 0, 298, true
P0.5N4L60.form52, 84, 16, 1129, true
P0.5N4L60.form53, 81, TO, TO, TO
P0.5N4L60.form54, 84, 63, 1130, true
P0.5N4L60.form55, 75, 0, 1611, true
P0.5N4L60.form56, 75, 1, 1759, true
P0.5N4L60.form57, 81, TO, TO, TO
P0.5N4L60.form58, 87, 0, 1362, true
P0.5N4L60.form59, 84, TO, 1852, true
P0.5N4L60.form60, 78, 52, 112, true
P0.5N4L60.form61, 78, TO, TO, TO
P0.5N4L60.form62, 87, TO, TO, TO
P0.5N4L60.form63, 81, 0, 1662, true
P0.5N4L60.form64, 75, 1663, 1038, true
P0.5N4L60.form65, 84, 0, 635, true
P0.5N4L60.form66, 93, TO, 1790, true
P0.5N4L60.form67, 87, TO, TO, TO
P0.5N4L60.form68, 72, TO, TO, TO
P0.5N4L60.form69, 78, 2, 511, true
P0.5N4L60.form70, 87, TO, 1073, true
P0.5N4L60.form71, 81, 149, 247, true
P0.5N4L60.form72, 75, TO, TO, TO
P0.5N4L60.form73, 87, 42, 1403, true
P0.5N4L60.form74, 78, 0, 856, true
P0.5N4L60.form75, 87, 0, 1368, true
P0.5N4L60.form76, 84, 0, 571, true
P0.5N4L60.form77, 69, 33, 347, true
P0.5N4L60.form78, 87, 57, 793, true
P0.5N4L60.form79, 87, 22, 448, true
P0.5N4L60.form80, 84, TO, 776, true
P0.5N4L60.form81, 93, TO, 603, true
P0.5N4L60.form82, 81, 0, TO, true
P0.5N4L60.form83, 81, 0, TO, true
P0.5N4L60.form84, 87, TO, TO, TO
P0.5N4L60.form85, 81, TO, TO, TO
P0.5N4L60.form86, 84, 0, 683, true
P0.5N4L60.form87, 81, TO, TO, TO
P0.5N4L60.form88, 75, 0, 1335, true
P0.5N4L60.form89, 87, TO, TO, TO
P0.5N4L60.form90, 72, TO, TO, TO
P0.5N4L60.form91, 78, 0, 514, true
P0.5N4L60.form92, 78, 98, TO, true
P0.5N4L60.form93, 78, 56, 1262, true
P0.5N4L60.form94, 87, TO, 703, true
P0.5N4L60.form95, 78, 0, 359, true
P0.5N4L60.form96, 84, 0, 545, true
P0.5N4L60.form97, 90, 401, TO, true
P0.5N4L60.form98, 81, 1692, 703, true
P0.5N4L60.form99, 75, 1746, TO, true
P0.5N4L60.form100, 78, 492, 639, true
P0.5N4L60.form101, 84, 249, 1934, true
P0.5N4L60.form102, 81, 6, TO, true
P0.5N4L60.form103, 81, 3, TO, true
P0.5N4L60.form104, 84, 9, 789, true
P0.5N4L60.form105, 78, 910, TO, true
P0.5N4L60.form106, 87, TO, 710, true
P0.5N4L60.form107, 75, 0, 1742, true
P0.5N4L60.form108, 87, 0, TO, true
P0.5N4L60.form109, 78, TO, TO, TO
P0.5N4L60.form110, 81, 62, 821, true
P0.5N4L60.form111, 81, 0, TO, true
P0.5N4L60.form112, 84, 4, 874, true
P0.5N4L60.form113, 99, 43, TO, true
P0.5N4L60.form114, 78, TO, 1270, true
P0.5N4L60.form115, 81, 0, TO, true
P0.5N4L60.form116, 81, 0, 317, true
P0.5N4L60.form117, 87, 0, 667, true
P0.5N4L60.form118, 87, 1, 682, true
P0.5N4L60.form119, 81, 26, TO, true
P0.5N4L60.form120, 81, TO, 907, true
P0.5N4L60.form121, 72, 1, 225, true
P0.5N4L60.form122, 75, 5, 472, true
P0.5N4L60.form123, 87, 334, 1496, true
P0.5N4L60.form124, 84, TO, TO, TO
P0.5N4L60.form125, 75, 90, 244, true
P0.5N4L60.form126, 75, 58, 269, true
P0.5N4L60.form127, 81, 0, 666, true
P0.5N4L60.form128, 87, 0, TO, true
P0.5N4L60.form129, 96, TO, TO, TO
P0.5N4L60.form130, 72, 0, 36, true
P0.5N4L60.form131, 78, 1, TO, true
P0.5N4L60.form132, 87, TO, 1395, true
P0.5N4L60.form133, 84, 0, TO, true
P0.5N4L60.form134, 81, 1, 398, true
P0.5N4L60.form135, 78, 1535, 1773, true
P0.5N4L60.form136, 72, 600, 1642, true
P0.5N4L60.form137, 81, TO, TO, TO
P0.5N4L60.form138, 84, 16, TO, true
P0.5N4L60.form139, 87, 0, 1995, true
P0.5N4L60.form140, 75, 0, 1634, true
P0.5N4L60.form141, 69, 0, 566, true
P0.5N4L60.form142, 81, 1, 1078, true
P0.5N4L60.form143, 78, 27, TO, true
P0.5N4L60.form144, 84, TO, TO, TO
P0.5N4L60.form145, 81, 0, 752, true
P0.5N4L60.form146, 75, 0, TO, true
P0.5N4L60.form147, 84, TO, 471, true
P0.5N4L60.form148, 78, 724, 807, true
P0.5N4L60.form149, 84, 32, TO, true
P0.5N4L60.form150, 66, 613, 1237, true
P0.5N4L60.form151, 78, TO, TO, TO
P0.5N4L60.form152, 84, TO, TO, TO
P0.5N4L60.form153, 81, 0, 499, true
P0.5N4L60.form154, 81, 0, 676, true
P0.5N4L60.form155, 69, 764, TO, true
P0.5N4L60.form156, 78, 40, TO, true
P0.5N4L60.form157, 99, TO, 182, true
P0.5N4L60.form158, 87, TO, TO, TO
P0.5N4L60.form159, 78, 0, 473, true
P0.5N4L60.form160, 78, 15, TO, true
P0.5N4L60.form161, 90, 9, 1700, true
P0.5N4L60.form162, 81, 47, TO, true
P0.5N4L60.form163, 78, 168, 110, true
P0.5N4L60.form164, 84, 102, 267, true
P0.5N4L60.form165, 84, TO, 958, true
P0.5N4L60.form166, 69, 0, 332, true
P0.5N4L60.form167, 84, TO, TO, TO
P0.5N4L60.form168, 84, 0, TO, true
P0.5N4L60.form169, 78, 0, 381, true
P0.5N4L60.form170, 75, 0, 393, true
P0.5N4L60.form171, 93, 1980, 580, true
P0.5N4L60.form172, 81, TO, TO, TO
P0.5N4L60.form173, 75, TO, 1808, true
P0.5N4L60.form174, 69, 0, 1449, true
P0.5N4L60.form175, 78, 0, TO, true
P0.5N4L60.form176, 93, TO, 1580, true
P0.5N4L60.form177, 84, 0, 524, true
P0.5N4L60.form178, 90, TO, 512, true
P0.5N4L60.form179, 69, 0, 790, true
P0.5N4L60.form180, 84, 322, 1477, true
P0.5N4L60.form181, 78, 963, TO, true
P0.5N4L60.form182, 84, TO, 264, true
P0.5N4L60.form183, 69, 193, 594, true
P0.5N4L60.form184, 87, 0, TO, true
P0.5N4L60.form185, 78, TO, TO, TO
P0.5N4L60.form186, 84, 54, TO, true
P0.5N4L60.form187, 81, 205, 1320, true
P0.5N4L60.form188, 78, 2, 1247, true
P0.5N4L60.form189, 72, 29, 704, true
P0.5N4L60.form190, 75, 0, TO, true
P0.5N4L60.form191, 93, 3, 740, true
P0.5N4L60.form192, 87, 936, 1189, true
P0.5N4L60.form193, 84, 4, 416, true
P0.5N4L60.form194, 75, 0, 822, true
P0.5N4L60.form195, 84, 160, 290, true
P0.5N4L60.form196, 87, TO, TO, TO
P0.5N4L60.form197, 72, TO, 1095, true
P0.5N4L60.form198, 84, 0, 815, true
P0.5N4L60.form199, 87, 0, TO, true
P0.5N4L60.form200, 66, 2, 86, true
P0.5N4L60.form201, 75, TO, 1862, true
P0.5N4L60.form202, 75, TO, TO, TO
P0.5N4L60.form203, 81, 0, 510, true
P0.5N4L60.form204, 78, TO, 367, true
P0.5N4L60.form205, 75, TO, TO, TO
P0.5N4L60.form206, 87, TO, 1221, true
P0.5N4L60.form207, 78, 0, 259, true
P0.5N4L60.form208, 84, 0, TO, true
P0.5N4L60.form209, 87, TO, TO, TO
P0.5N4L60.form210, 69, 0, 1257, true
P0.5N4L60.form211, 84, TO, 869, true
P0.5N4L60.form212, 75, 62, TO, true
P0.5N4L60.form213, 93, 0, TO, true
P0.5N4L60.form214, 84, 0, 573, true
P0.5N4L60.form215, 96, 53, 264, true
P0.5N4L60.form216, 78, TO, TO, TO
P0.5N4L60.form217, 93, TO, 1270, true
P0.5N4L60.form218, 81, 0, 579, true
P0.5N4L60.form219, 75, 0, 203, true
P0.5N4L60.form220, 87, TO, TO, TO
P0.5N4L60.form221, 90, TO, TO, TO
P0.5N4L60.form222, 81, 11, 416, true
P0.5N4L60.form223, 96, 0, 929, true
P0.5N4L60.form224, 78, TO, TO, TO
P0.5N4L60.form225, 81, 567, 360, true
P0.5N4L60.form226, 84, 0, TO, true
P0.5N4L60.form227, 84, 110, TO, true
P0.5N4L60.form228, 75, 18, 187, true
P0.5N4L60.form229, 75, TO, TO, TO
P0.5N4L60.form230, 75, 27, 506, true
P0.5N4L60.form231, 96, TO, 923, true
P0.5N4L60.form232, 78, 0, 1444, true
P0.5N4L60.form233, 87, 132, 937, true
P0.5N4L60.form234, 75, 58, 505, true
P0.5N4L60.form235, 87, 1890, 1973, true
P0.5N4L60.form236, 66, 502, TO, true
P0.5N4L60.form237, 81, 32, 915, true
P0.5N4L60.form238, 78, 0, 544, true
P0.5N4L60.form239, 87, 1227, TO, true
P0.5N4L60.form240, 87, 0, TO, true
P0.5N4L60.form241, 81, 443, 317, true
P0.5N4L60.form242, 75, 55, 584, true
P0.5N4L60.form243, 78, 153, 1371, true
P0.5N4L60.form244, 84, 132, 1608, true
P0.5N4L60.form245, 84, TO, TO, TO
P0.5N4L60.form246, 72, 1, 745, true
P0.5N4L60.form247, 75, 175, 62, true
P0.5N4L60.form248, 90, 0, 1209, true
P0.5N4L60.form249, 72, 258, 1038, true
P0.5N4L60.form250, 90, TO, 1370, true
P0.5N4L60.form251, 81, 0, TO, true
P0.5N4L60.form252, 87, 0, TO, true
P0.5N4L60.form253, 84, 3, 1988, true
P0.5N4L60.form254, 78, 0, 280, true
P0.5N4L60.form255, 72, 0, 651, true
P0.5N4L60.form256, 81, 0, TO, true
P0.5N4L60.form257, 72, 0, 687, true
P0.5N4L60.form258, 75, 0, 455, true
P0.5N4L60.form259, 81, 1, 596, true
P0.5N4L60.form260, 72, 7, 1209, true
P0.5N4L60.form261, 81, 1527, 108, true
P0.5N4L60.form262, 81, 5, 1317, true
P0.5N4L60.form263, 75, 1713, TO, true
P0.5N4L60.form264, 81, 559, TO, true
P0.5N4L60.form265, 87, 2, TO, true
P0.5N4L60.form266, 72, 3, 423, true
P0.5N4L60.form267, 75, TO, 1162, true
P0.5N4L60.form268, 81, 0, 1870, true
P0.5N4L60.form269, 90, TO, 896, true
P0.5N4L60.form270, 81, 13, 562, true
P0.5N4L60.form271, 66, 0, 300, true
P0.5N4L60.form272, 84, 0, TO, true
P0.5N4L60.form273, 84, 199, 184, true
P0.5N4L60.form274, 81, 12, 617, true
P0.5N4L60.form275, 90, 348, 187, true
P0.5N4L60.form276, 69, 0, TO, true
P0.5N4L60.form277, 75, 0, 1791, true
P0.5N4L60.form278, 78, 1925, 1602, true
P0.5N4L60.form279, 96, 0, 1291, true
P0.5N4L60.form280, 87, TO, TO, TO
P0.5N4L60.form281, 93, 105, TO, true
P0.5N4L60.form282, 81, 0, 266, true
P0.5N4L60.form283, 81, 3, TO, true
P0.5N4L60.form284, 87, 1, 888, true
P0.5N4L60.form285, 81, 0, 1297, true
P0.5N4L60.form286, 78, 1457, 554, true
P0.5N4L60.form287, 75, 0, 1635, true
P0.5N4L60.form288, 84, 0, TO, true
P0.5N4L60.form289, 75, 0, 59, true
P0.5N4L60.form290, 81, TO, 1794, true
P0.5N4L60.form291, 81, TO, TO, TO
P0.5N4L60.form292, 81, TO, TO, TO
P0.5N4L60.form293, 78, 1, 452, true
P0.5N4L60.form294, 81, 13, 1969, true
P0.5N4L60.form295, 90, 0, 1973, true
P0.5N4L60.form296, 81, 47, 730, true
P0.5N4L60.form297, 75, 529, 604, true
P0.5N4L60.form298, 96, 1101, TO, true
P0.5N4L60.form299, 75, 124, 763, true
P0.5N4L60.form300, 87, TO, TO, TO
P0.5N4L60.form301, 81, TO, 1644, true
P0.5N4L60.form302, 75, 0, 1678, true
P0.5N4L60.form303, 81, 0, 1025, true
P0.5N4L60.form304, 81, 29, 1683, true
P0.5N4L60.form305, 75, 374, 1270, true
P0.5N4L60.form306, 72, TO, 990, true
P0.5N4L60.form307, 90, 0, TO, true
P0.5N4L60.form308, 72, 0, TO, true
P0.5N4L60.form309, 78, 0, 372, true
P0.5N4L60.form310, 75, TO, TO, TO
P0.5N4L60.form311, 87, 0, TO, true
P0.5N4L60.form312, 78, TO, 1271, true
P0.5N4L60.form313, 87, TO, 1037, true
P0.5N4L60.form314, 90, 0, 1672, true
P0.5N4L60.form315, 78, 0, 542, true
P0.5N4L60.form316, 93, 0, 1912, true
P0.5N4L60.form317, 90, 5, 1245, true
P0.5N4L60.form318, 78, 1841, 480, true
P0.5N4L60.form319, 78, 0, 154, true
P0.5N4L60.form320, 78, TO, TO, TO
P0.5N4L60.form321, 75, 0, 1082, true
P0.5N4L60.form322, 87, 40, 1594, true
P0.5N4L60.form323, 93, TO, 1670, true
P0.5N4L60.form324, 81, TO, TO, TO
P0.5N4L60.form325, 78, 0, TO, true
P0.5N4L60.form326, 93, TO, 1686, true
P0.5N4L60.form327, 96, 3, 745, true
P0.5N4L60.form328, 75, 43, 239, true
P0.5N4L60.form329, 87, TO, TO, TO
P0.5N4L60.form330, 81, TO, TO, TO
P0.5N4L60.form331, 72, TO, 473, true
P0.5N4L60.form332, 78, 42, 138, true
P0.5N4L60.form333, 84, 0, TO, true
P0.5N4L60.form334, 66, 0, 832, true
P0.5N4L60.form335, 78, 35, 1037, true
P0.5N4L60.form336, 81, TO, TO, TO
P0.5N4L60.form337, 84, TO, 1153, true
P0.5N4L60.form338, 84, 0, 1673, true
P0.5N4L60.form339, 90, 0, TO, true
P0.5N4L60.form340, 78, 3, 983, true
P0.5N4L60.form341, 84, TO, 657, true
P0.5N4L60.form342, 87, TO, 1156, true
P0.5N4L60.form343, 78, 0, 1872, true
P0.5N4L60.form344, 69, 107, 553, true
P0.5N4L60.form345, 84, 0, 323, true
P0.5N4L60.form346, 72, 0, 820, true
P0.5N4L60.form347, 81, 0, 697, true
P0.5N4L60.form348, 78, 81, 745, true
P0.5N4L60.form349, 81, 1409, 1453, true
P0.5N4L60.form350, 81, 8, 1027, true
P0.5N4L60.form351, 78, 0, 1326, true
P0.5N4L60.form352, 84, TO, TO, TO
P0.5N4L60.form353, 72, 65, TO, true
P0.5N4L60.form354, 99, TO, TO, TO
P0.5N4L60.form355, 84, TO, 1602, true
P0.5N4L60.form356, 84, TO, 1600, true
P0.5N4L60.form357, 78, 0, TO, true
P0.5N4L60.form358, 81, 8, 69, true
P0.5N4L60.form359, 78, 9, 138, true
P0.5N4L60.form360, 78, 0, 960, true
P0.5N4L60.form361, 84, 3, 999, true
P0.5N4L60.form362, 81, 0, TO, true
P0.5N4L60.form363, 78, TO, 677, true
P0.5N4L60.form364, 72, 126, 492, true
P0.5N4L60.form365, 81, 7, 1472, true
P0.5N4L60.form366, 81, 451, 393, true
P0.5N4L60.form367, 84, 405, 1536, true
P0.5N4L60.form368, 84, TO, 832, true
P0.5N4L60.form369, 81, 0, TO, true
P0.5N4L60.form370, 78, TO, 313, true
P0.5N4L60.form371, 75, TO, 347, true
P0.5N4L60.form372, 75, 0, 420, true
P0.5N4L60.form373, 75, 0, 383, true
P0.5N4L60.form374, 84, 0, 1710, true
P0.5N4L60.form375, 78, 2, 608, true
P0.5N4L60.form376, 81, TO, TO, TO
P0.5N4L60.form377, 87, 1, 1885, true
P0.5N4L60.form378, 87, 0, 161, true
P0.5N4L60.form379, 78, TO, TO, TO
P0.5N4L60.form380, 96, TO, 945, true
P0.5N4L60.form381, 90, TO, TO, TO
P0.5N4L60.form382, 87, TO, 1947, true
P0.5N4L60.form383, 81, 0, 503, true
P0.5N4L60.form384, 84, 1, TO, true
P0.5N4L60.form385, 84, 141, TO, true
P0.5N4L60.form386, 78, 0, 349, true
P0.5N4L60.form387, 72, TO, TO, TO
P0.5N4L60.form388, 78, 0, TO, true
P0.5N4L60.form389, 72, TO, TO, TO
P0.5N4L60.form390, 69, 0, TO, true
P0.5N4L60.form391, 81, 0, 1457, true
P0.5N4L60.form392, 84, TO, TO, TO
P0.5N4L60.form393, 78, 101, 305, true
P0.5N4L60.form394, 81, TO, 1395, true
P0.5N4L60.form395, 78, 12, 700, true
P0.5N4L60.form396, 81, 0, 883, true
P0.5N4L60.form397, 84, 3, 1039, true
P0.5N4L60.form398, 90, 3, 1162, true
P0.5N4L60.form399, 84, TO, TO, TO
P0.5N4L60.form400, 81, TO, TO, TO
P0.5N4L60.form401, 87, TO, TO, TO
P0.5N4L60.form402, 84, 0, 929, true
P0.5N4L60.form403, 90, 0, 987, true
P0.5N4L60.form404, 75, 0, 1669, true
P0.5N4L60.form405, 72, 0, 571, true
P0.5N4L60.form406, 81, TO, TO, TO
P0.5N4L60.form407, 96, TO, 699, true
P0.5N4L60.form408, 84, 1655, TO, true
P0.5N4L60.form409, 93, 0, 1466, true
P0.5N4L60.form410, 81, 36, 1815, true
P0.5N4L60.form411, 78, 2, 368, true
P0.5N4L60.form412, 99, TO, TO, TO
P0.5N4L60.form413, 84, TO, TO, TO
P0.5N4L60.form414, 75, TO, TO, TO
P0.5N4L60.form415, 84, TO, 1071, true
P0.5N4L60.form416, 87, 0, 1410, true
P0.5N4L60.form417, 78, 1659, 278, true
P0.5N4L60.form418, 90, 208, 213, true
P0.5N4L60.form419, 81, TO, 1439, true
P0.5N4L60.form420, 84, 705, 602, true
P0.5N4L60.form421, 84, 0, TO, true
P0.5N4L60.form422, 75, TO, 1698, true
P0.5N4L60.form423, 81, 1429, 937, true
P0.5N4L60.form424, 78, 0, TO, true
P0.5N4L60.form425, 90, TO, 1310, true
P0.5N4L60.form426, 69, 131, 1722, true
P0.5N4L60.form427, 84, 0, TO, true
P0.5N4L60.form428, 75, TO, 395, true
P0.5N4L60.form429, 81, 0, TO, true
P0.5N4L60.form430, 78, TO, TO, TO
P0.5N4L60.form431, 69, 34, 717, true
P0.5N4L60.form432, 84, TO, TO, TO
P0.5N4L60.form433, 78, 0, 291, true
P0.5N4L60.form434, 84, TO, 1494, true
P0.5N4L60.form435, 78, 0, 1604, true
P0.5N4L60.form436, 90, 949, 502, true
P0.5N4L60.form437, 81, TO, 907, true
P0.5N4L60.form438, 93, 1900, TO, true
P0.5N4L60.form439, 93, 143, 1264, true
P0.5N4L60.form440, 84, 0, 1168, true
P0.5N4L60.form441, 84, 1154, 545, true
P0.5N4L60.form442, 72, 0, TO, true
P0.5N4L60.form443, 81, TO, TO, TO
P0.5N4L60.form444, 84, 0, TO, true
P0.5N4L60.form445, 87, 59, TO, true
P0.5N4L60.form446, 78, 1342, TO, true
P0.5N4L60.form447, 81, 87, 236, true
P0.5N4L60.form448, 78, 0, 1437, true
P0.5N4L60.form449, 90, TO, 886, true
P0.5N4L60.form450, 75, 1911, 1094, true
P0.5N4L60.form451, 87, 19, 436, true
P0.5N4L60.form452, 75, TO, TO, TO
P0.5N4L60.form453, 87, TO, TO, TO
P0.5N4L60.form454, 81, 0, 695, true
P0.5N4L60.form455, 99, TO, TO, TO
P0.5N4L60.form456, 72, 25, 1134, true
P0.5N4L60.form457, 72, 0, TO, true
P0.5N4L60.form458, 84, 90, 417, true
P0.5N4L60.form459, 90, TO, TO, TO
P0.5N4L60.form460, 81, 1, 1835, true
P0.5N4L60.form461, 81, 0, 1663, true
P0.5N4L60.form462, 84, 279, 1632, true
P0.5N4L60.form463, 87, 2, TO, true
P0.5N4L60.form464, 87, 399, 1274, true
P0.5N4L60.form465, 81, 0, 758, true
P0.5N4L60.form466, 72, 2, 233, true
P0.5N4L60.form467, 81, TO, TO, TO
P0.5N4L60.form468, 78, 0, 1229, true
P0.5N4L60.form469, 78, 0, TO, true
P0.5N4L60.form470, 72, 0, TO, true
P0.5N4L60.form471, 93, TO, TO, TO
P0.5N4L60.form472, 81, TO, 762, true
P0.5N4L60.form473, 81, 4, 240, true
P0.5N4L60.form474, 84, 12, TO, true
P0.5N4L60.form475, 81, TO, 448, true
P0.5N4L60.form476, 87, 2, 1270, true
P0.5N4L60.form477, 81, 176, 642, true
P0.5N4L60.form478, 81, TO, TO, TO
P0.5N4L60.form479, 72, 13, 772, true
P0.5N4L60.form480, 81, 0, 706, true
P0.5N4L60.form481, 81, 188, 449, true
P0.5N4L60.form482, 84, TO, TO, TO
P0.5N4L60.form483, 84, 0, 402, true
P0.5N4L60.form484, 84, TO, 654, true
P0.5N4L60.form485, 75, TO, TO, TO
P0.5N4L60.form486, 78, 0, 868, true
P0.5N4L60.form487, 81, 27, 248, true
P0.5N4L60.form488, 87, 2, 487, true
P0.5N4L60.form489, 81, 24, 446, true
P0.5N4L60.form490, 87, TO, 246, true
P0.5N4L60.form491, 66, 0, 371, true
P0.5N4L60.form492, 78, TO, 1398, true
P0.5N4L60.form493, 78, 6, 367, true
P0.5N4L60.form494, 90, TO, 1243, true
P0.5N4L60.form495, 75, 0, 875, true
P0.5N4L60.form496, 81, 1, TO, true
P0.5N4L60.form497, 81, 2, 1532, true
P0.5N4L60.form498, 87, 0, TO, true
P0.5N4L60.form499, 78, TO, TO, TO
P0.5N4L70.form, 91, 109, 1861, true
P0.5N4L70.form1, 79, 0, 521, true
P0.5N4L70.form2, 97, 0, 1214, true
P0.5N4L70.form3, 97, 0, 944, true
P0.5N4L70.form4, 112, 14, TO, true
P0.5N4L70.form5, 88, 2, 1188, true
P0.5N4L70.form6, 85, 1, 1331, true
P0.5N4L70.form7, 94, 1406, 1772, true
P0.5N4L70.form8, 88, 0, TO, true
P0.5N4L70.form9, 94, 7, 1624, true
P0.5N4L70.form10, 91, 0, 1473, true
P0.5N4L70.form11, 82, TO, 1195, true
P0.5N4L70.form12, 94, 0, TO, true
P0.5N4L70.form13, 85, 18, 1887, true
P0.5N4L70.form14, 103, 0, 841, true
P0.5N4L70.form15, 91, 0, TO, true
P0.5N4L70.form16, 100, TO, TO, TO
P0.5N4L70.form17, 94, 0, TO, true
P0.5N4L70.form18, 94, 0, 639, true
P0.5N4L70.form19, 91, 319, 692, true
P0.5N4L70.form20, 100, TO, TO, TO
P0.5N4L70.form21, 94, TO, TO, TO
P0.5N4L70.form22, 97, TO, TO, TO
P0.5N4L70.form23, 88, 6, TO, true
P0.5N4L70.form24, 82, 0, 1053, true
P0.5N4L70.form25, 100, TO, 1449, true
P0.5N4L70.form26, 97, TO, TO, TO
P0.5N4L70.form27, 97, 2, TO, true
P0.5N4L70.form28, 103, TO, TO, TO
P0.5N4L70.form29, 85, 0, 1028, true
P0.5N4L70.form30, 97, 199, 1586, true
P0.5N4L70.form31, 94, 0, 1916, true
P0.5N4L70.form32, 97, TO, 1868, true
P0.5N4L70.form33, 97, TO, 545, true
P0.5N4L70.form34, 94, TO, 1649, true
P0.5N4L70.form35, 79, 0, 322, true
P0.5N4L70.form36, 97, TO, TO, TO
P0.5N4L70.form37, 100, 133, 1282, true
P0.5N4L70.form38, 97, 67, 1659, true
P0.5N4L70.form39, 97, 7, TO, true
P0.5N4L70.form40, 97, 311, 557, true
P0.5N4L70.form41, 100, 1994, 204, true
P0.5N4L70.form42, 103, 0, 780, true
P0.5N4L70.form43, 91, 1479, 286, true
P0.5N4L70.form44, 97, 0, 743, true
P0.5N4L70.form45, 100, TO, 1430, true
P0.5N4L70.form46, 100, 0, 837, true
P0.5N4L70.form47, 106, TO, TO, TO
P0.5N4L70.form48, 88, 1772, 791, true
P0.5N4L70.form49, 85, TO, TO, TO
P0.5N4L70.form50, 97, 0, TO, true
P0.5N4L70.form51, 91, 0, TO, true
P0.5N4L70.form52, 100, 0, TO, true
P0.5N4L70.form53, 97, TO, TO, TO
P0.5N4L70.form54, 91, 1072, 898, true
P0.5N4L70.form55, 94, TO, 615, true
P0.5N4L70.form56, 85, 3, 793, true
P0.5N4L70.form57, 109, 16, 1437, true
P0.5N4L70.form58, 85, 0, TO, true
P0.5N4L70.form59, 97, TO, TO, TO
P0.5N4L70.form60, 103, 11, 1804, true
P0.5N4L70.form61, 103, 18, TO, true
P0.5N4L70.form62, 94, 0, TO, true
P0.5N4L70.form63, 100, TO, TO, TO
P0.5N4L70.form64, 97, TO, TO, TO
P0.5N4L70.form65, 100, TO, TO, TO
P0.5N4L70.form66, 100, 0, TO, true
P0.5N4L70.form67, 91, 0, 824, true
P0.5N4L70.form68, 91, 0, 1720, true
P0.5N4L70.form69, 91, 1, TO, true
P0.5N4L70.form70, 82, TO, 1011, true
P0.5N4L70.form71, 112, TO, TO, TO
P0.5N4L70.form72, 100, 152, 702, true
P0.5N4L70.form73, 106, 1399, TO, true
P0.5N4L70.form74, 97, 0, 1289, true
P0.5N4L70.form75, 109, 192, 1950, true
P0.5N4L70.form76, 94, 141, 571, true
P0.5N4L70.form77, 94, TO, TO, TO
P0.5N4L70.form78, 85, 0, 1026, true
P0.5N4L70.form79, 94, 107, TO, true
P0.5N4L70.form80, 94, TO, TO, TO
P0.5N4L70.form81, 103, 1, 1815, true
P0.5N4L70.form82, 100, TO, 1425, true
P0.5N4L70.form83, 88, 1, TO, true
P0.5N4L70.form84, 97, 0, TO, true
P0.5N4L70.form85, 100, 0, TO, true
P0.5N4L70.form86, 97, 0, 653, true
P0.5N4L70.form87, 91, 0, TO, true
P0.5N4L70.form88, 97, 211, TO, true
P0.5N4L70.form89, 106, 181, 1814, true
P0.5N4L70.form90, 91, TO, 463, true
P0.5N4L70.form91, 103, 67, TO, true
P0.5N4L70.form92, 97, 0, TO, true
P0.5N4L70.form93, 103, TO, TO, TO
P0.5N4L70.form94, 103, TO, TO, TO
P0.5N4L70.form95, 97, TO, TO, TO
P0.5N4L70.form96, 106, 18, TO, true
P0.5N4L70.form97, 100, 0, TO, true
P0.5N4L70.form98, 94, 195, TO, true
P0.5N4L70.form99, 103, TO, 1410, true
P0.5N4L70.form100, 85, TO, TO, TO
P0.5N4L70.form101, 109, 0, TO, true
P0.5N4L70.form102, 97, 1, TO, true
P0.5N4L70.form103, 109, TO, 1787, true
P0.5N4L70.form104, 100, TO, 1335, true
P0.5N4L70.form105, 91, 0, 257, true
P0.5N4L70.form106, 103, TO, TO, TO
